,word,meaning,urls
2758,damzǝdι,out of breath,
2759,dapun,to tell,
2760,dapun,inform,
2761,dapun,let know,
2762,dapun,say to,
2763,dapun,put in the picture,
2764,darιdar,& v. bargain,
2765,darιdar,good deal,
2766,darιdar,good buy,
2767,darιdar,haggle,
2768,darιdar,barter,
2769,darιdar,negotiate,
2770,darji,degree,
2771,darji,rank,
2772,darji,position,
2773,darji,class,
2774,darji,condition,
2775,darji,quality,
2776,darmārtʰ,pension,
2777,darmārtʰ,retirement fund,
2778,daram,contributions,
2779,daram,aid,
2780,daram,offerings,
2781,daram,help,
2782,daram,donations,
2783,daram,charity,
2784,darkʰāst,appeal,
2785,darkʰāst,request,
2786,darkʰāst,petition,
2787,darm,religion,
2788,darm,faith,
2789,darm,belief,
2790,darm,religious conviction,
2791,darōgā jēl,jailor,
2792,darwāzι kʰōlun,to shut the door,
2793,darpōk,timid,
2794,darpōk,nervous,
2795,darpōk,fearful,
2796,darmiyenī,in between,
2797,darmiyenī,in the middle of,
2798,darmiyenī,among,
2799,darmiyenī,amid,
2800,darmiyāndār,agent,
2801,darmiyāndār,mediator,
2802,darmiyāndār,negotiator,
2803,darmiyāndār,representative,
2804,darwāzι,door,
2805,darwāzι dʸun,cose the door shut the door,
2806,darzi,tailor,
2807,dastιkʰat,signature,
2808,dastιkʰat,autograph,
2809,dastιkʰat,name,
2810,dazān dazān nerun,inflammatory,
2811,dazān dazān nerun,rabble-rousing,
2812,dazān dazān nerun,provocative,
2813,dazān dazān nerun,aggressive,
2814,dazān dazān nerun,rousing,
2815,dazān dazān nerun,incendiary,
2816,dastār,turban,
2817,dawa,medicine,
2818,daⁿd ṭakar aʦun,to shiver,
2819,daⁿd ṭakar aʦun,tremble,
2820,dāri,windows,
2821,dastι-kǝsyān,used as derogatory term which mean cholera,
2822,dastι-kǝsyān,belittling,
2823,daⁿd,teeth,
2824,daⁿdιr,brim,
2825,daⁿdιr,edge,
2826,daⁿdιr,rim,
2827,daⁿdιr,lip,
2828,daⁿdιr,top,
2829,daⁿdkʰilāl,tooth-pick,
2830,dāⁿdur,vegetable grocer,
2831,dāg,scar,
2832,dāg,blemish,
2833,dāg,scratch mark,
2834,dāg,disfigurement,
2835,dālcīn,cinnamon,
2836,dāgdār,dishonored,
2837,dāgdār,desecrated,
2838,dāgdār,corrupted,
2839,dāgdār,tarnished,
2840,dālι,pulses,
2841,dām,sip,
2842,dām,drink,
2843,dām,swallow,
2844,dāmān,skirt,
2845,dānι mǝʦʸ,mud used for maintenance of oven,
2846,dāg lagun,to stain,
2847,dāg lagun,spot,
2848,dāg lagun,mark,
2849,dāg lagun,disgrace,
2850,dāg lagun,defile,
2851,dān,hearth,
2852,dān,fireplace,
2853,dān,grate,
2854,dānι-kuṭʰ,kitchen,
2855,dānι-kuṭʰ,cooking range,
2856,dānι,pimple,
2857,dānι,acne,
2858,dāni,paddy,
2859,dār,gallows,
2860,dāv,wager,
2861,dāv,bet,
2862,dāv,gamble,
2863,dās,the lower timber of a doorway,
2864,dās,beam,
2865,dās,board,
2866,dās,edge rock shelf,
2867,dās,protrusion,
2868,dāwa karun,claim,
2869,dāwa karun,say,
2870,dāwa karun,declare,
2871,dāwa karun,profess,
2872,dāwa karun,maintain,
2873,dāwat,invitation,
2874,dāwā,to file case,
2875,dāwā,argument,
2876,dāwā,defense,
2877,dāy,midwife,
2878,dāⁿd wāyun,to plough field,
2879,dāⁿd,bull,
2880,dāniwal,coriander leaves,
2881,dāniwal,coriander seeds,
2882,dānι,grains,
2883,dāⁿdιloṭ,tail of yak,
2884,demāg,mind,
2885,demāg,intelligence,
2886,demāg,common sense,
2887,demāg,intellect,
2888,demāg,head,
2889,demāⁿgrusti,insensible,
2890,demāⁿgrusti,insensitive,
2891,demāⁿgrusti,indifferent,
2892,demāⁿgrusti,uncaring,
2893,demə̄gī gaʦun,delirium,
2894,demə̄gī gaʦun,hallucination,
2895,demə̄gī gaʦun,restlessness,
2896,demə̄gī gaʦun,confusion,
2897,demə̄gī gaʦun,frenzy,
2898,dēⁿṭʰun,girdle,
2899,daras,stack,
2900,daras,heap,
2901,daras,pile,
2902,dev,demon,
2903,dev,evil spirit,
2904,dev,fiend,
2905,dev,sprite,
2906,dev,mischievous sprite,
2907,devōlι,bankrupt,
2908,devōlι,out of order,
2909,devōlι,defunct,
2910,dewār,wall,
2911,dewār,partition,
2912,dewār,barrier,
2913,dewār,fence,
2914,dewān kʰān,palace,
2915,dewān kʰān,fortress,
2916,dewānι,mad,
2917,dewānι,foolish,
2918,dewānι,barmy,
2919,dewānι,nutty,
2920,dewι,possibly,
2921,dewι,probably,
2922,dewι,perhaps,
2923,dewι,maybe,
2924,dēg,big cooking pot,
2925,dēg,degchi,
2926,dildār,sweetheart,
2927,dildār,darling,
2928,digar,late afternoon,
2929,digar,sunset,
2930,digar,nightfall,
2931,digar,sundown,
2932,digar,twilight,
2933,digar,dusk,
2934,dil malūl,sad of heart,
2935,dil malūl,unhappy,
2936,dil malūl,heartrending,
2937,dilāsι dʸun,console,
2938,dilāsι dʸun,comfort,
2939,dilāsι dʸun,soothe,
2940,dilāsι dʸun,relieve,
2941,dil,heart,
2942,dilbadan,adored,
2943,dilbadan,favorite,
2944,dilbadan,darling,
2945,dilbadan,beloved,
2946,dilcespī,interest,
2947,dilcespī,attraction,
2948,dilcespī,attention,
2949,dilcespī,importance,
2950,dilkʰoš sapdun,rejoice,
2951,dilkʰoš sapdun,celebrate,
2952,dilkʰoš sapdun,be pleased about,
2953,dilkʰoš sapdun,cheer,
2954,dilkʰoš sapdun,be glad,
2955,dil-pasⁿd,delightful,
2956,dil-pasⁿd,pleasant,
2957,dil-pasⁿd,charming,
2958,dil-pasⁿd,lovely,
2959,dil-pasⁿd,wonderful,
2960,dilkʰoš,comfortable,
2961,dilkʰoš,happy,
2962,dilkʰoš,easy,
2963,dilkʰoš,calm,
2964,dilkʰoš,contented,
2965,dilkʰoš,at ease,
2966,dil-ō-jānι sιt,cordially,
2967,dil-ō-jānι sιt,warmly,
2968,dil-ō-jānι sιt,affectionately,
2969,dil-ō-jānι sιt,affably,
2970,dilehri,courage,
2971,dilehri,bravery,
2972,dilehri,guts,
2973,dilehri,daring,
2974,dilehri,audacity,
2975,diltang,distressed,
2976,diltang,upset,
2977,diltang,troubled,
2978,diltang,concerned,
2979,diltang,worried,
2980,diltang,unhappy,
2981,diltang,bothered,
2982,dil-uk jōš,emotion,
2983,dil-uk jōš,feeling,
2984,dil-uk jōš,sentiment,
2985,dil-uk jōš,passion,
2986,dinιwōl,one who give or make happen,
2987,divdōr,cedar,
2988,diyun,to give,
2989,diyun,offer,
2990,diyun,present,
2991,diyun,bestow,
2992,diyun,give,
2993,dīp,lamp,
2994,dǝbʸbāy,washerwoman,
2995,dīn,religion,
2996,dīn,faith,
2997,dīn,belief,
2998,dīn,religious conviction,
2999,dǝbrāwun,to bury,
3000,dǝbrāwun,put in the ground,
3001,dǝbrāwun,lay to rest,
3002,dam,second,
3003,dam,moment,
3004,dam,jiffy,
3005,dam,flash,
3006,dam,minute,
3007,dǝhribōj,fellow,
3008,dǝhribōj,partner,
3009,dǝcʰun,& n. right,
3010,dǝcʰun,south,
3011,dǝj,handkerchief,
3012,dǝj,corn-field,
3013,dǝkʰin,south,
3014,dǝrkι,leech,
3015,də̄n,pomegranate,
3016,dǝrkιgor,leech-man,
3017,dǝryāft gaʦun,discover,
3018,dǝryāft gaʦun,find out,
3019,dǝryāft gaʦun,learn,
3020,dǝryāft gaʦun,determine,
3021,dǝryāft gaʦun,notice,
3022,dǝryāft gaʦun,ascertain,
3023,dǝryāft karun,to inquire,
3024,dǝryāft karun,query,
3025,dǝryāft karun,make inquiries,
3026,dǝryāft karun,find out,
3027,dǝryāft karun,see if,
3028,dǝryāftι,detect,
3029,dǝryāftι,notice,
3030,dǝryāftι,discover,
3031,dǝryāftι,find out,
3032,dǝryāftι,find,
3033,dǝryāftι,reveal,
3034,dǝryāftι,expose,
3035,dǝryāftι,uncover,
3036,dǝsil bāy,mason’s wife,
3037,dǝryāv,river,
3038,dāsι,brim of door or like,
3039,dāsι,border,
3040,dāsι,frame,
3041,dǝsil,mason,
3042,dǝcʰi pʰol,grape,
3043,dāstān,tale,
3044,dāstān,story,
3045,dāstān,narative,
3046,dǝcʰi pōⁿpur,an insect making noise during autumn,
3047,dǝyum,second,
3048,dǝyum,next,
3049,dǝyum,succeeding,
3050,dazun,destroy by fire,
3051,dazun,burn up,
3052,dazun,burn down,
3053,dazun,be on fire,
3054,dazun,be ablaze,
3055,dazwun,burning,
3056,dazwun,flaming,
3057,dazwun,aflame,
3058,dazwun,ablaze,
3059,dazwun,on fire,
3060,dazwun,blazing,
3061,dazwun,fiery,
3062,dob,washerman,
3063,dog,punch,
3064,dog,blow,
3065,dog,hit,
3066,dog,thump,
3067,draⁿg,a tourist resort in Kashmir,
3068,dog lāyun,punch,
3069,dog lāyun,batter,
3070,dog lāyun,beat,
3071,dog lāyun,strike,
3072,dog lāyun,hit,
3073,dog lāyun,batter,
3074,dog lāyun,pummel,
3075,dohas,daytime,
3076,dohas,hours of daylight,
3077,doh lōsun,sunset,
3078,doh lōsun,sundown,
3079,doh lōsun,dusk,
3080,doh lōsun,the end of the day,
3081,doh-pat-doh,day after day,
3082,doh-pat-doh,regularly,
3083,doh-pat-doh,relentlessly,
3084,doh-pat-doh,day in day out,
3085,doh-pat-doh,continually,
3086,doh-pat-doh,constantly,
3087,doh,day,
3088,doh,date,
3089,doh,calendar day,
3090,doh,day of the week,
3091,dōlι,sideways,
3092,dōlι,lateral,
3093,dohay,always,
3094,dohay,at all times,
3095,dohay,constantly,
3096,dohay,permanently,
3097,dohay,continually,
3098,dohay,continuously,
3099,dohay,always,
3100,dohay,constantly,
3101,dohay,endlessly,
3102,dopahar,noon,
3103,dopahar,midday,
3104,dopahar,twelve noon,
3105,dopahar,noontime,
3106,dōst,friend,
3107,dōst,pal,
3108,dōst,buddy,
3109,dōst,companion,
3110,došwǝy,both,
3111,došwǝy,together,
3112,došwǝy,in cooperation,
3113,došwǝy,equally,
3114,došwǝy,mutually,
3115,došān,flowing,
3116,došān,sinuous,
3117,došān,fluid,
3118,došān,smooth,
3119,dor,durable,
3120,dor,tough,
3121,dor,sturdy,
3122,dor,strong,
3123,dor,robust,
3124,dor,long-lasting,
3125,dōstι banun,make friends with,
3126,dōstι banun,take care of,
3127,dōstι banun,look after,
3128,dōstι banun,help,
3129,doyšīt,eighty-two,
3130,doylaṭi,two times,
3131,doyšītihum,eighty-second,
3132,doytrιh,thirty-two,
3133,doypʰirι,twice,
3134,doypʰirι,two times,
3135,doykʰə̄r karun,to bless,
3136,doykʰə̄r karun,purify,
3137,doytə̄jih,forty-two,
3138,doytrιhιyum,thirty-second,
3139,dⁿkʰι lagun,deceived,
3140,dⁿkʰι lagun,mislead,
3141,dⁿkʰι lagun,betrayed,
3142,dⁿkʰι lagun,misinformed,
3143,dⁿkʰι lagun,cheated,
3144,dⁿkʰι lagun,defrauded,
3145,dⁿkʰι lagun,deluded,
3146,doytə̄jihιyum,forty-second,
3147,dōⁿkʰι diyun,defraud,
3148,dōⁿkʰι diyun,take advantage of,
3149,dōⁿkʰι diyun,deceive,
3150,dōⁿkʰι diyun,mislead,
3151,dōⁿkʰι diyun,cheat,
3152,dōd āsun,to suffer,
3153,doⁿkʰι,deceit,
3154,doⁿkʰι,deceitfulness,
3155,doⁿkʰι,deception,
3156,doⁿkʰι,cheating,
3157,doⁿkʰι,falseness,
3158,doⁿkʰι,fraud,
3159,dōd karun,sensation of pain,
3160,dōd,disease,
3161,dōd,illness,
3162,dōd,sickness,
3163,dōd,ailment,
3164,dōd,virus,
3165,dōd,infection,
3166,dōd,disorder,
3167,dōd,complaint,
3168,dōnunι,to card cotton,
3169,dōnunι,combing cotton with toothed instrument,
3170,dōr,running,
3171,dōdlad,ill,
3172,dōdlad,unwell,
3173,dōdlad,sick,
3174,dod,burnt,
3175,dod,be on fire,
3176,dod,blaze,
3177,dod,be ablaze,
3178,dod,,
3179,dōsdə̄rī,friendship,
3180,dōsdə̄rī,companionship,
3181,dōsdə̄rī,closeness,
3182,dōsdə̄rī,familiarity,
3183,dōranwōl,runner,
3184,dōranwōl,jogger,
3185,dōrnāwun,cause to run,
3186,dōrun,to run,
3187,dōrun,jog,
3188,dōrun,walk with good pace,
3189,dōzakʰ,hell,
3190,dɔd,milk,
3191,dāgun,to mark,
3192,dāgun,to brand,
3193,dāgun,to put a distinguishing mark on anything,
3194,dōⁿkʰιbāz,cunning,
3195,dōⁿkʰιbāz,underhanded,
3196,dōⁿkʰιbāz,tricky,
3197,dōⁿkʰιbāz,furtive,
3198,dɔdιrun,decay,
3199,dɔdιrun,decompose,
3200,dɔdιrun,rot,
3201,dɔdιrun,molder,
3202,dɔdιrun,perish,
3203,dɔdιrun,corrode,
3204,dɔdιrun,waste away,
3205,dɔdur,rotten,
3206,dɔdur,decayed,
3207,dɔdur,decomposed,
3208,dɔdšur,baby,
3209,dɔdšur,infant,
3210,dɔdšur,babe,
3211,dɔdšur,newborn,
3212,dɔdι baci,infant,
3213,dɔdι baci,newborn,
3214,dɔdι baci,child,
3215,dɔdιrāwun,rot,
3216,dɔdιrāwun,decompose,
3217,dɔdιrāwun,decay,
3218,dɔdιrāwun,perish,
3219,dɔykʰə̄r,lucky charm,
3220,dɔykʰə̄r,amulet,
3221,dɔykʰə̄r,mascot,
3222,dɔykʰə̄r,good blessings,
3223,dɔkʰ,affliction,
3224,dɔkʰ,suffering,
3225,dɔkʰ,misery,
3226,dɔkʰ,pain,
3227,dɔkʰ,hardship,
3228,dɔkʰιlad,sorrowful,
3229,dɔkʰιlad,heartrending,
3230,dɔkʰιlad,upsetting,
3231,dɔkʰιlad,distressing,
3232,dɔr,pearl,
3233,dɔkʰlǝdin,sorrowful,
3234,dɔkʰlǝdin,heartrending,
3235,dɔkʰlǝdin,upsetting,
3236,dɔkʰlǝdin,distressing,
3237,daram,a forester,
3238,dɔs,wall,
3239,dɔs,partition,
3240,dɔs,barrier,
3241,dɔs,fence,
3242,drog,high-priced,
3243,drog,expensive,
3244,drog,costly,
3245,drog,pricey,
3246,drojer,pricey,
3247,drojer,costly,
3248,drojer,expensive,
3249,drojer,valuable,
3250,draⁿgal,stage,
3251,draⁿgal,playhouse,
3252,draⁿgal,theater,
3253,drāg,famine,
3254,drāg,scarcity,
3255,drāg,food shortage,
3256,drāg,food crisis,
3257,drāg,deprivation,
3258,drāv,to exit,
3259,drāv,go out,
3260,drāv,go,
3261,drāv,leave,
3262,drōt,grass-cutter,
3263,drōt wāyun,to sickle,
3264,drōt wāyun,cut,
3265,dubārι,again,
3266,dubārι,all over again,
3267,dubārι,for a second,
3268,dubārι,yet again,
3269,dubārι,another time,
3270,dubārι,once more,
3271,drōⁿṭʰ,not easily to be broken,
3272,drɔkʰ,vomiting,
3273,drɔkʰ,nausea,
3274,drɔkʰ,queasiness,
3275,drιy,oath,
3276,drιy,swearword,
3277,dubrāyi,heart beating,
3278,duci,twin,
3279,duh,smoke,
3280,duh,smolder,
3281,duhul,daytime,
3282,duhul,daylight,
3283,duhul,daylight hours,
3284,duhə̄ṭʰ,sixty-two,
3285,duh watʰun,burn,
3286,duh watʰun,be on fire,
3287,duh watʰun,smolder,
3288,duh watʰun,smoke,
3289,duhə̄ṭʰʸum,sixty-second,
3290,dujān,pregnant,
3291,dujān,with child,
3292,dujān,expectant,
3293,dujān,expecting,
3294,dujān,heavy with child,
3295,dukāndār,shopkeeper,
3296,duk,notch,
3297,duk,nick,
3298,duk,cut mark,
3299,dukə̄rʸ,scissors,
3300,dumdām,ostentation,
3301,dumdām,showiness,
3302,dumdām,pretension,
3303,dum,tail,
3304,dum,back,
3305,dunammatʰ,ninety-two,
3306,dunamtιhʸum,ninety-second,
3307,duniyādār,wealthy,
3308,duniyādār,rich,
3309,duniyādār,well-off,
3310,duniyādār,affluent,
3311,duniyādār,prosperous,
3312,duniyādār,moneyed,
3313,dunun,brush off,
3314,dunun,flounce,
3315,dunun,remove,
3316,dunun,clear,
3317,dunun,brush away,
3318,dunyā,world,
3319,dunyā,globe,
3320,dunyā,planet,
3321,dunyā,humankind,
3322,dunyā,humanity,
3323,duri pʸeṭʰ wasun,dismount,
3324,duri pʸeṭʰ wasun,get down,
3325,duri pʸeṭʰ wasun,get off,
3326,dusι,gents shawl,
3327,dusattat,seventy-two,
3328,dusattιhum,seventy-second,
3329,dušman,enemy,
3330,dušman,rival,
3331,dušman,foe,
3332,dušman,rival,
3333,dušman,competitor,
3334,dušman,opponent,
3335,dušman,challenger,
3336,dušman,enemy,
3337,dušman,foe,
3338,dušmanī,enmity,
3339,dušmanī,hostility,
3340,dušmanī,antagonism,
3341,dušmanī,unfriendliness,
3342,dušmanī,conflict,
3343,dušmanī,argument,
3344,dušmanī,disagreement,
3345,dušmanī,disharmony,
3346,dušmanī,dispute,
3347,duwā,pray,
3348,duwā,wish,
3349,duwā,call upon,
3350,dob,nearly full,
3351,dob,not quite full,
3352,duwanzah,fifty-two,
3353,duwanzǝhʸum,fifty-second,
3354,duⁿgι,ferry,
3355,duⁿgι,small house-boat,
3356,dūdal,dandelion,
3357,dūnhatʰ,seventy-five,
3358,dūn,three-fourth,
3359,dūnι tre,two and three quarters,
3360,dūr andēš,prudent,
3361,dūr andēš,far-sighted,
3362,dūr andēš,wise,
3363,dūr andēš,practical,
3364,dūr andēš,sensible,
3365,dūr andēš,cautious,
3366,dūr andēši,prudence,
3367,dūr andēši,forethought,
3368,dūr andēši,cautiousness,
3369,dūr,distant,
3370,dūr,far-away,
3371,dūr,far-off,
3372,dūr,far,
3373,dūr,isolated,
3374,dūri,remote,
3375,dūri,distant,
3376,dūri,far-flung,
3377,dūri,far-off,
3378,dūri,apart,
3379,dūrer,separation,
3380,dūrer,partition,
3381,dūrer,disconnection,
3382,dūri pʸeṭʰ,at a distance,
3383,dūri pʸeṭʰ,not together,
3384,dūri pʸeṭʰ,away from each other,
3385,dūri pʸeṭʰ,spaced out,
3386,dūri pʸeṭʰ,distant,
3387,dusι pǝṭ,gents shawl,
3388,dʸānatdār,honest,
3389,dʸārιwōl,rich,
3390,dʸārιwōl,wealthy,
3391,dʸārιwōl,well-off,
3392,dʸār,riches,
3393,dʸār,treasures,
3394,dʸār,reserves,
3395,dʸār,money,
3396,dʸār,capital,
3397,dʸāwun,cause to give,
3398,dʸel,bark of tree,
3399,dʸel,rind of fruit,
3400,dʸel,peel,
3401,dʸel,skin,
3402,dʸel,outer layer,
3403,dιrιy hāwun,to swear,
3404,dιrιy hāwun,vow,
3405,dιrιy hāwun,promise,
3406,dιrιy hāwun,give your word,
3407,də̄d kot,good friends and relatives by the side in grievance,
3408,də̄n pōš,flowers of pomegranate,
3409,də̄dladin,sick,
3410,də̄dladin,ill,
3411,də̄dladin,not a hundred percent,
3412,də̄n-ras,pomegranate juice,
3413,də̄vrι,ring worn on the finger,
3414,də̄r,beard,
3415,də̄r,window,
3416,də̄r,windowpane,
3417,də̄yrι,circle,
3418,də̄yrι,ring,
3419,də̄yrι,round,
3420,də̄yrι,sphere,
3421,dab,slip,
3422,dab,fall,
3423,dab,lose your balance,
3424,dʸūr,a kind of glue used in paint,
3425,darmandι,helpless,
3426,darmandι,weak,
3427,darmandι,unaided dependent,
3428,dānι kuṭʰ,kitchen,
3429,divιsar,name of a lake,
3430,dabādab,very quickly,
3431,dabādab,speedily,
3432,dabang,drunk,
3433,dabang,insensible from consuming an intoxicating drug,
3434,dabāv,pressing down; force,
3435,dabāv,strength,
3436,dabāv,power; authority,
3437,dabāv,influence,
3438,dabāv,prestige,
3439,dabι dabι,power,
3440,dabιlad,damaged by a blow from a fall,
3441,dabιlǝdin,damaged by a blow from a fall,
3442,dacʰer,hard-heartedness,
3443,dād,law,
3444,dād,equity,
3445,dād,justice,
3446,dadārι,destruction of property,
3447,dadιrāwun,to make weak,
3448,dadιrāwun,to oppress,
3449,dadrāy,a violent and continuous storm of rain,
3450,dagith,to beat,
3451,dacʰin,a fee or present offered to an officiating priest or teacher,
3452,dahri bājēn,a member of a row of women met together for singing,
3453,dahri bōj,a member of a row met together for dome good or bad conduct,
3454,dahri dahri,in rows,
3455,dahri dahri,in lines,
3456,dāⁿdar kʰāh,a kitchen-garden,
3457,dāⁿdar kʰāh,also a name of a place in Srinagar,
3458,dāⁿdι brāṭʰ,one who is as stupid as an ox,
3459,dāⁿdιrenʸ,a woman who herself sits in the market and sells such articles,
3460,dāranwōl,owned,
3461,dāranwōl,loaner,
3462,dārangī,delay to occur in some work commenced,
3463,darayōmut,firm,
3464,darayōmut,strong,
3465,darayōmut,entirely recovered from illness,
3466,darayōmut,naughty,
3467,darāz,extended,
3468,darāz,stretched out,
3469,darāz,long,
3470,darāzι,a chest of drawers,
3471,dārel,long-bearded,
3472,darham,entangled,
3473,darham,distorted,
3474,darham barham gaʦun,to become confused or paralyzed with astonishment,
3475,darnι kaṭʰ,to maintain or keep a fast,
3476,darnι kaṭʰ,to fast,
3477,darkār,necessary,
3478,darkār,required,
3479,darkār,wanted,
3480,darmιc katʰ,a word of piety,
3481,darmιc katʰ,a truthful statement,
3482,darpēš,under consideration,
3483,darpēš,under trial,
3484,dārun,to owe (money),
3485,dārun,to have on loan,
3486,daršan gah,a place where one interviews a superior,
3487,darun,to do some good practice for meditation,
3488,daršun,a visit of respect,
3489,daršun,or of adoration,
3490,darvēš,a dervish,
3491,darvēš,a religious mendicant,
3492,darʸuš,one who drives a hard bargain,
3493,darʸuš,closefisted,
3494,dārutʰ,a debt,
3495,dārutʰ,money,
3496,dārutʰ,etc.,
3497,dārutʰ,taken on loan,
3498,das wͻtʰun,to set about commencing a work which has been delayed,
3499,das,delay,
3500,das,hindrance,
3501,das,obstruction,
3502,dašā,the influence of a predominant planet on fortune of a person,
3503,dāš,strength,
3504,dāš,lastingness,
3505,dāš,durability,
3506,dāš,the property of not being easily worn out,
3507,daršan də̄r,a window where one stays for adoration,
3508,daši,the fringes of a cloth or garmenta,
3509,dǝbin,a washerman's club,
3510,dǝbin,used for beating the clothes he is washing,
3511,dǝbιritʰ tʰāwun,hurriedly to bury or hide in the ground,
3512,dǝcʰnʸuk,of or belonging to the south,
3513,dǝdūsι,excessive thirst,
3514,dēgul,a globular wide-mouthed earthen pot for cooking meat,
3515,dǝdιr,a certain coetaneous disease,
3516,dǝdιr,itch,
3517,dǝdιrilad,suffering from the disease of itch,
3518,dēgι batι,rice cooked in a cauldron,
3519,dǝrz,a fissure,
3520,dǝrz,cleft,
3521,dǝrz,crack,
3522,dǝrz,flaw,
3523,dig,a peck,
3524,dig,beak-bite,
3525,digal,a bird inclined to peck,
3526,digin,a continual flow,
3527,digran,around 5 o'clock,
3528,digras,in the late afternoon or thereabouts,
3529,digι dig,mutual pecking,
3530,digι dig,as in a cock-fight,
3531,dis,give to him,
3532,dohā dohā,daily,
3533,dohā dohā,every day,
3534,dōrandēš,far-sighted,
3535,dōrandēš,far-seeing,
3536,dōrandēš,keen,
3537,drāl,a broker,
3538,drāl,an agent,
3539,drāl,property dealer,
3540,drālǝz,the profession of broker,
3541,dramun,a kind of grass,
3542,dramun,Panicum dactylon or Cynodon dactylon,
3543,dran,low marshy ground near lakes,
3544,drangalι,a gang of people collected for a sudden robbery or the fuss,
3545,drangι bal,a frontier tollhouse,
3546,drangι bal,custom-house,
3547,drangι bal,passport office,
3548,drustis dohas,all day,
3549,drasι,pulling at a rope,
3550,drasι,a cloth,
3551,drasι,or a like,
3552,drās,name of a town and district in Baltistān,
3553,drustι dohas,all day long,
3554,drusι,entire,
3555,drusι,full,
3556,drēⁿṭʰun,to become suddenly invisible,
3557,drustι wait,all the way,
3558,drustι wait,during the whole journey,
3559,drūy,a woman's husband's brother,
3560,drιh,a frown,
3561,drͻkun,to run,
3562,drͻkun,play,
3563,dub dub,beating of the heart from fear or the like,
3564,drιhʸladin,a frowner(female),
3565,drə̄ʦ dan,the handle of such a sickle,
3566,drῑlʸ,commission paid to a broker,
3567,drῑlʸ,brokerage,
3568,dubι,fallen upside down,
3569,drιhʸlad,a frowner(male),
3570,dubιrāhrāy,a repeated knocking at a door,
3571,dudarι,stout and strong,
3572,dudastι,two-handed,
3573,dugāḍι,double-bladed mattock,
3574,dugan,twofold,
3575,dugan,double,
3576,dugōš,a disease of the eyes which apparently multiplies the object,
3577,dūradaršī,far-sighted,
3578,dūradaršī,far-seeing,
3579,dūradaršī,foreseeing,
3580,dʸed,an elderly lady,
3581,dʸed,such as a mother,
3582,dʸed,grandmother,
3583,dʸed,the chief wife in a household,
3584,dūjι,the blackboard used as a slate for writing in schools,
3585,duhǝtyum,two-hundredth,
3586,durǝngi,of two colours,
3587,dιdι pʰōrun,to speak slowly and in a whisper,
3588,dʸōn,a kind of small churning-stick,
3589,dʸōn,used for churning curdled milk,
3590,dιrkākni tōn,relationship between a younger brother's wife and an elder brother's wife,
3591,dιhǝn,the bad smell of milk,
3592,dιrkākinʸ,a term of address used between wives of two or more brothers,
3593,dͻbʸ drāv,come from the wash,
3594,dͻbʸ drāv,cleaned and returned by the washerman,
3595,dͻdι ambιr,a certain kind of apple with a milky taste,
3596,dιdι kaḍun,to whisper,
3597,dͻbιran,to bury,
3598,dͻbιran,to hide in the ground; to bury,
3599,dͻdι beni,a milk-sister,
3600,dͻdι beni,the daughter of a foster-mother,
3601,dͻdι beni,a foster-sister,
3602,dͻdur aʦun,to enter decayedness,
3603,dͻdι heḍur,a milk-mushroom,
3604,dͻdι heḍur,a small delicate species of mushroom,
3605,dͻdι wǝgrι,a thick kind of rice-milk,
3606,dͻdι lōṭι,a milk-darling; a good-looking well-mannered child,
3607,dͻdι ʦoḍ,a large earthenware vessel for milk,
3608,dͻgal batι,cooked rice with clotted lumps of rice in it,
3609,dͻdι wǝṭ,unripe Indian corn,
3610,dͻdι zel,the cream of clotted milk,
3611,dͻhlʸ gāši,daytime,
3612,dͻhlʸ gāši,the time from sunrise to sunset,
3613,dͻgway,wages paid for husking grain,
3614,durgatʰ,defeat,
3615,durgatʰ,poorness,
3616,də̄sī,a female servant,
3617,də̄sī,female devotee,
3618,dͻrlab,difficult to get,
3619,ehlikār,retinue,
3620,ehlikār,attendants,
3621,ehlikār,followers,
3622,fāydι,benefit,
3623,fāydι,advantage,
3624,fāydι,profit,
3625,fāydι,help,
3626,fajr,time of morning prayer in Muslims,
3627,fajr,daybreak,
3628,farhat,gladness,
3629,farhat,pleasure,
3630,farhat,happiness,
3631,fān gaʦun,obliterate,
3632,fān gaʦun,wipe out,
3633,fān gaʦun,destroy,
3634,fān gaʦun,eliminate,
3635,farēb,deceit,
3636,farēb,deceitfulness,
3637,farēb,deception,
3638,farēb,cheating,
3639,farēb,falseness,
3640,farēb,fraud,
3641,fāris,Persia,
3642,faⁿwārι,fountain,
3643,farmābardār,obedient,
3644,farmābardār,submissive,
3645,farmābardār,dutiful,
3646,farmābardār,subservient,
3647,fārsī,Persian language,
3648,fasl,crop,
3649,fasl,harvest,
3650,fasl,yield,
3651,fasl,produce,
3652,fǝryād din,weep aloud,
3653,farιd,gents shawl,
3654,fatwā dʸun,to sentence,
3655,fatwā dʸun,pass judgment,
3656,fatwā dʸun,punish,
3657,fatwā dʸun,to verdict,
3658,fatāmand āsun,victorious,
3659,fatāmand āsun,winning,
3660,fatāmand āsun,successful,
3661,fatāmand āsun,champion,
3662,fatāmand āsun,glorious,
3663,fatah,victory,
3664,fatah,conquest,
3665,fatah,triumph,
3666,fatah,win,
3667,fatah,success,
3668,fatah karun,gain a victory,
3669,fātiyeh parun,worship for the peace of dead,
3670,fayāz,generous,
3671,fayāz,kind,
3672,fayāz,liberal,
